ID,Tamanho_bp,Descrição,Conteudo_GC
L77240.1.4471.undefined.-.718,718,L77240.1.4471.undefined.-.718,57.94
L77241.1.4472.undefined.-.718,718,L77241.1.4472.undefined.-.718,57.94
L77242.1.4473.undefined.-.718,718,L77242.1.4473.undefined.-.718,57.66
L77243.1.4474.undefined.-.717,717,L77243.1.4474.undefined.-.717,57.74
L77244.1.4475.undefined.-.717,717,L77244.1.4475.undefined.-.717,57.74
LC185235.1.4476.undefined.-.9037,9037,LC185235.1.4476.undefined.-.9037,53.8
LC185236.1.4477.undefined.-.9035,9035,LC185236.1.4477.undefined.-.9035,53.75
LC185237.1.4478.undefined.-.9034,9034,LC185237.1.4478.undefined.-.9034,53.83
LC185238.1.4479.undefined.-.9037,9037,LC185238.1.4479.undefined.-.9037,53.75
LC185239.1.4480.undefined.-.9035,9035,LC185239.1.4480.undefined.-.9035,53.77
LC185240.1.4481.undefined.-.9037,9037,LC185240.1.4481.undefined.-.9037,53.82
LC185241.1.4482.undefined.-.9035,9035,LC185241.1.4482.undefined.-.9035,53.92
LC185242.1.4483.undefined.-.9041,9041,LC185242.1.4483.undefined.-.9041,53.83
LC192254.1.4484.undefined.-.9037,9037,LC192254.1.4484.undefined.-.9037,53.87
LC192255.1.4485.undefined.-.9037,9037,LC192255.1.4485.undefined.-.9037,53.79
LC192256.1.4486.undefined.-.9035,9035,LC192256.1.4486.undefined.-.9035,53.82
LC192257.1.4487.undefined.-.9037,9037,LC192257.1.4487.undefined.-.9037,53.77
LC192258.1.4488.undefined.-.9035,9035,LC192258.1.4488.undefined.-.9035,53.76
LC192259.1.4489.undefined.-.9039,9039,LC192259.1.4489.undefined.-.9039,53.87
LC192260.1.4490.undefined.-.9041,9041,LC192260.1.4490.undefined.-.9041,53.85
LC192261.1.4491.undefined.-.9039,9039,LC192261.1.4491.undefined.-.9039,53.83
LC192262.1.4492.undefined.-.9035,9035,LC192262.1.4492.undefined.-.9035,53.82
LC192263.1.4493.undefined.-.9037,9037,LC192263.1.4493.undefined.-.9037,53.86
LC192264.1.4494.undefined.-.9043,9043,LC192264.1.4494.undefined.-.9043,53.86
LC192500.1.4495.undefined.-.9030,9030,LC192500.1.4495.undefined.-.9030,53.84
LC192501.1.4496.undefined.-.9036,9036,LC192501.1.4496.undefined.-.9036,53.84
LC192502.1.4497.undefined.-.9032,9032,LC192502.1.4497.undefined.-.9032,53.8
LC192503.1.4498.undefined.-.9032,9032,LC192503.1.4498.undefined.-.9032,53.88
LC192504.1.4499.undefined.-.9032,9032,LC192504.1.4499.undefined.-.9032,53.8
LC192505.1.4500.undefined.-.9032,9032,LC192505.1.4500.undefined.-.9032,53.81
LC192506.1.4501.undefined.-.9032,9032,LC192506.1.4501.undefined.-.9032,53.82
LC192507.1.4502.undefined.-.8993,8993,LC192507.1.4502.undefined.-.8993,53.89
LC192508.1.4503.undefined.-.8944,8944,LC192508.1.4503.undefined.-.8944,53.85
LC192509.1.4504.undefined.-.9009,9009,LC192509.1.4504.undefined.-.9009,53.85
LC192510.1.4505.undefined.-.9031,9031,LC192510.1.4505.undefined.-.9031,53.84
LC192511.1.4506.undefined.-.8999,8999,LC192511.1.4506.undefined.-.8999,53.87
LC192512.1.4507.undefined.-.8952,8952,LC192512.1.4507.undefined.-.8952,53.91
LC192513.1.4508.undefined.-.9033,9033,LC192513.1.4508.undefined.-.9033,53.76
LC192514.1.4509.undefined.-.9032,9032,LC192514.1.4509.undefined.-.9032,53.88
LC192515.1.4510.undefined.-.9019,9019,LC192515.1.4510.undefined.-.9019,53.86
LC192516.1.4511.undefined.-.9031,9031,LC192516.1.4511.undefined.-.9031,53.85
LC192517.1.4512.undefined.-.9033,9033,LC192517.1.4512.undefined.-.9033,53.8
LC192518.1.4513.undefined.-.9029,9029,LC192518.1.4513.undefined.-.9029,53.78
LC192519.1.4514.undefined.-.9028,9028,LC192519.1.4514.undefined.-.9028,53.88
LC192520.1.4515.undefined.-.9032,9032,LC192520.1.4515.undefined.-.9032,53.82
LC192521.1.4516.undefined.-.9031,9031,LC192521.1.4516.undefined.-.9031,53.89
LC192522.1.4517.undefined.-.9032,9032,LC192522.1.4517.undefined.-.9032,53.84
LC192523.1.4518.undefined.-.9032,9032,LC192523.1.4518.undefined.-.9032,53.89
LC192524.1.4519.undefined.-.9032,9032,LC192524.1.4519.undefined.-.9032,53.83
LC192525.1.4520.undefined.-.8986,8986,LC192525.1.4520.undefined.-.8986,53.83
LC192526.1.4521.undefined.-.8958,8958,LC192526.1.4521.undefined.-.8958,53.83
LC192527.1.4522.undefined.-.9031,9031,LC192527.1.4522.undefined.-.9031,53.81
LC192528.1.4523.undefined.-.8957,8957,LC192528.1.4523.undefined.-.8957,53.72
LC192529.1.4524.undefined.-.8964,8964,LC192529.1.4524.undefined.-.8964,53.95
LC192530.1.4525.undefined.-.9031,9031,LC192530.1.4525.undefined.-.9031,53.89
LC192531.1.4526.undefined.-.9032,9032,LC192531.1.4526.undefined.-.9032,53.83
LC192532.1.4527.undefined.-.9032,9032,LC192532.1.4527.undefined.-.9032,53.84
LC192533.1.4528.undefined.-.9033,9033,LC192533.1.4528.undefined.-.9033,53.71
LC192534.1.4529.undefined.-.9010,9010,LC192534.1.4529.undefined.-.9010,53.86
LC192535.1.4530.undefined.-.9026,9026,LC192535.1.4530.undefined.-.9026,53.88
LC192536.1.4531.undefined.-.9021,9021,LC192536.1.4531.undefined.-.9021,53.79
LC209958.1.4532.undefined.-.9037,9037,LC209958.1.4532.undefined.-.9037,53.79
LC209959.1.4533.undefined.-.9037,9037,LC209959.1.4533.undefined.-.9037,53.76
LC209960.1.4534.undefined.-.9037,9037,LC209960.1.4534.undefined.-.9037,53.82
LC209961.1.4535.undefined.-.9037,9037,LC209961.1.4535.undefined.-.9037,53.79
LC209962.1.4536.undefined.-.9037,9037,LC209962.1.4536.undefined.-.9037,53.87
LC209963.1.4537.undefined.-.9037,9037,LC209963.1.4537.undefined.-.9037,53.85
LC209964.1.4538.undefined.-.9037,9037,LC209964.1.4538.undefined.-.9037,53.85
LC209965.1.4539.undefined.-.9037,9037,LC209965.1.4539.undefined.-.9037,53.77
LC209966.1.4540.undefined.-.9037,9037,LC209966.1.4540.undefined.-.9037,53.82
LC209967.1.4541.undefined.-.9037,9037,LC209967.1.4541.undefined.-.9037,53.8
LC209968.1.4542.undefined.-.9037,9037,LC209968.1.4542.undefined.-.9037,53.8
LC209969.1.4543.undefined.-.9037,9037,LC209969.1.4543.undefined.-.9037,53.93
LC209970.1.4544.undefined.-.9037,9037,LC209970.1.4544.undefined.-.9037,53.92
LC209971.1.4545.undefined.-.9037,9037,LC209971.1.4545.undefined.-.9037,53.87
LC209972.1.4546.undefined.-.9037,9037,LC209972.1.4546.undefined.-.9037,53.81
LC209973.1.4547.undefined.-.9037,9037,LC209973.1.4547.undefined.-.9037,53.85
LC209974.1.4548.undefined.-.9037,9037,LC209974.1.4548.undefined.-.9037,53.8
LC209975.1.4549.undefined.-.9037,9037,LC209975.1.4549.undefined.-.9037,53.83
LC209976.1.4550.undefined.-.9037,9037,LC209976.1.4550.undefined.-.9037,53.86
LC209977.1.4551.undefined.-.9037,9037,LC209977.1.4551.undefined.-.9037,53.83
LC209978.1.4552.undefined.-.9037,9037,LC209978.1.4552.undefined.-.9037,53.82
LC209979.1.4553.undefined.-.9037,9037,LC209979.1.4553.undefined.-.9037,53.85
LC209980.1.4554.undefined.-.9037,9037,LC209980.1.4554.undefined.-.9037,53.82
LC209981.1.4555.undefined.-.9037,9037,LC209981.1.4555.undefined.-.9037,53.83
LC209982.1.4556.undefined.-.9037,9037,LC209982.1.4556.undefined.-.9037,53.86
LC209983.1.4557.undefined.-.9037,9037,LC209983.1.4557.undefined.-.9037,53.81
LC209984.1.4558.undefined.-.9037,9037,LC209984.1.4558.undefined.-.9037,53.86
LC209985.1.4559.undefined.-.9037,9037,LC209985.1.4559.undefined.-.9037,53.79
LC209986.1.4560.undefined.-.9037,9037,LC209986.1.4560.undefined.-.9037,53.8
LC209987.1.4561.undefined.-.9037,9037,LC209987.1.4561.undefined.-.9037,53.82
LC209988.1.4562.undefined.-.9037,9037,LC209988.1.4562.undefined.-.9037,53.86
LC209989.1.4563.undefined.-.9037,9037,LC209989.1.4563.undefined.-.9037,53.85
LC209990.1.4564.undefined.-.9037,9037,LC209990.1.4564.undefined.-.9037,53.8
LC209991.1.4565.undefined.-.9037,9037,LC209991.1.4565.undefined.-.9037,53.87
LC209992.1.4566.undefined.-.9037,9037,LC209992.1.4566.undefined.-.9037,53.82
LC209993.1.4567.undefined.-.9037,9037,LC209993.1.4567.undefined.-.9037,53.82
LC209994.1.4568.undefined.-.9037,9037,LC209994.1.4568.undefined.-.9037,53.78
LC209995.1.4569.undefined.-.9037,9037,LC209995.1.4569.undefined.-.9037,53.88
LC209996.1.4570.undefined.-.9037,9037,LC209996.1.4570.undefined.-.9037,53.97
LC209997.1.4571.undefined.-.9037,9037,LC209997.1.4571.undefined.-.9037,53.87
LC209998.1.4572.undefined.-.9037,9037,LC209998.1.4572.undefined.-.9037,53.85
LC209999.1.4573.undefined.-.9037,9037,LC209999.1.4573.undefined.-.9037,53.8
LC210000.1.4574.undefined.-.9037,9037,LC210000.1.4574.undefined.-.9037,53.82
LC210001.1.4575.undefined.-.9037,9037,LC210001.1.4575.undefined.-.9037,53.85
LC210002.1.4576.undefined.-.9037,9037,LC210002.1.4576.undefined.-.9037,53.8
LC210003.1.4577.undefined.-.9037,9037,LC210003.1.4577.undefined.-.9037,53.83
LC210004.1.4578.undefined.-.9037,9037,LC210004.1.4578.undefined.-.9037,53.81
LC210005.1.4579.undefined.-.9037,9037,LC210005.1.4579.undefined.-.9037,53.83
LC210006.1.4580.undefined.-.9037,9037,LC210006.1.4580.undefined.-.9037,53.83
LC210007.1.4581.undefined.-.9037,9037,LC210007.1.4581.undefined.-.9037,53.83
LC210008.1.4582.undefined.-.9037,9037,LC210008.1.4582.undefined.-.9037,53.76
LC210009.1.4583.undefined.-.9037,9037,LC210009.1.4583.undefined.-.9037,53.89
LC210010.1.4584.undefined.-.9037,9037,LC210010.1.4584.undefined.-.9037,53.85
LC210011.1.4585.undefined.-.9037,9037,LC210011.1.4585.undefined.-.9037,53.89
LC210012.1.4586.undefined.-.9037,9037,LC210012.1.4586.undefined.-.9037,53.85
LC210013.1.4587.undefined.-.9037,9037,LC210013.1.4587.undefined.-.9037,53.87
LC210014.1.4588.undefined.-.9037,9037,LC210014.1.4588.undefined.-.9037,53.81
LC210015.1.4589.undefined.-.9037,9037,LC210015.1.4589.undefined.-.9037,53.87
LC210016.1.4590.undefined.-.9037,9037,LC210016.1.4590.undefined.-.9037,53.85
LC210017.1.4591.undefined.-.9037,9037,LC210017.1.4591.undefined.-.9037,53.83
LC210018.1.4592.undefined.-.9037,9037,LC210018.1.4592.undefined.-.9037,53.88
LC210019.1.4593.undefined.-.9037,9037,LC210019.1.4593.undefined.-.9037,53.87
LC210020.1.4594.undefined.-.9037,9037,LC210020.1.4594.undefined.-.9037,53.82
LC210021.1.4595.undefined.-.9037,9037,LC210021.1.4595.undefined.-.9037,53.85
LC210022.1.4596.undefined.-.9037,9037,LC210022.1.4596.undefined.-.9037,53.86
LC210023.1.4597.undefined.-.9037,9037,LC210023.1.4597.undefined.-.9037,53.73
LC210024.1.4598.undefined.-.9037,9037,LC210024.1.4598.undefined.-.9037,53.91
LC210025.1.4599.undefined.-.9037,9037,LC210025.1.4599.undefined.-.9037,53.8
LC210026.1.4600.undefined.-.9037,9037,LC210026.1.4600.undefined.-.9037,53.78
LC210027.1.4601.undefined.-.9037,9037,LC210027.1.4601.undefined.-.9037,53.82
LC210028.1.4602.undefined.-.9037,9037,LC210028.1.4602.undefined.-.9037,53.86
LC210029.1.4603.undefined.-.9037,9037,LC210029.1.4603.undefined.-.9037,53.79
LC210030.1.4604.undefined.-.9037,9037,LC210030.1.4604.undefined.-.9037,53.82
LC210031.1.4605.undefined.-.9037,9037,LC210031.1.4605.undefined.-.9037,53.91
LC210032.1.4606.undefined.-.9037,9037,LC210032.1.4606.undefined.-.9037,53.87
LC210033.1.4607.undefined.-.9037,9037,LC210033.1.4607.undefined.-.9037,53.86
LC210034.1.4608.undefined.-.9037,9037,LC210034.1.4608.undefined.-.9037,53.82
LC210035.1.4609.undefined.-.9037,9037,LC210035.1.4609.undefined.-.9037,53.78
LC210036.1.4610.undefined.-.9037,9037,LC210036.1.4610.undefined.-.9037,53.86
LC210037.1.4611.undefined.-.9037,9037,LC210037.1.4611.undefined.-.9037,53.81
LC210038.1.4612.undefined.-.9037,9037,LC210038.1.4612.undefined.-.9037,53.87
LC210039.1.4613.undefined.-.9037,9037,LC210039.1.4613.undefined.-.9037,53.79
LC210040.1.4614.undefined.-.9037,9037,LC210040.1.4614.undefined.-.9037,53.9
LC210041.1.4615.undefined.-.9037,9037,LC210041.1.4615.undefined.-.9037,53.89
LC210042.1.4616.undefined.-.9037,9037,LC210042.1.4616.undefined.-.9037,53.83
LF151411.1.4617.undefined.-.2271,2271,LF151411.1.4617.undefined.-.2271,53.72
LG017597.1.4618.undefined.-.288,288,LG017597.1.4618.undefined.-.288,62.15
M10060.1.4619.undefined.-.8952,8952,M10060.1.4619.undefined.-.8952,53.82
M10085.1.4620.undefined.-.1866,1866,M10085.1.4620.undefined.-.1866,57.02
M10977.1.4621.undefined.HTLV-Ib.525,525,M10977.1.4621.undefined.HTLV-Ib.525,51.24
M11375.1.4622.undefined.-.210,210,M11375.1.4622.undefined.-.210,57.62
M13810.1.4623.undefined.HTLV1C.834,834,M13810.1.4623.undefined.HTLV1C.834,53.36
M14310.1.4624.undefined.-.261,261,M14310.1.4624.undefined.-.261,48.66
M22459.1.4625.undefined.-.524,524,M22459.1.4625.undefined.-.524,56.49
M22461.1.4626.undefined.-.431,431,M22461.1.4626.undefined.-.431,53.13
M23823.1.4627.undefined.-.2266,2266,M23823.1.4627.undefined.-.2266,53.66
M27442.1.4628.undefined.-.119,119,M27442.1.4628.undefined.-.119,46.22
M27499.1.4629.undefined.-.768,768,M27499.1.4629.undefined.-.768,51.69
M32165.1.4630.undefined.-.171,171,M32165.1.4630.undefined.-.171,56.73
M32432.1.4631.undefined.-.3735,3735,M32432.1.4631.undefined.-.3735,55.77
M37299.1.4632.undefined.H5.780,780,M37299.1.4632.undefined.H5.780,57.18
M37300.1.4633.undefined.H5.702,702,M37300.1.4633.undefined.H5.702,52.71
M37301.1.4634.undefined.-.3233,3233,M37301.1.4634.undefined.-.3233,52.89
M37303.1.4635.undefined.-.1059,1059,M37303.1.4635.undefined.-.1059,53.64
M37747.1.4636.undefined.MT-2.1530,1530,M37747.1.4636.undefined.MT-2.1530,51.24
M61048.1.4637.undefined.HUT102.640,640,M61048.1.4637.undefined.HUT102.640,49.22
M61049.1.4638.undefined.JA-1.640,640,M61049.1.4638.undefined.JA-1.640,50.16
M61050.1.4639.undefined.JA-2.640,640,M61050.1.4639.undefined.JA-2.640,50.0
M61051.1.4640.undefined.HUT102.640,640,M61051.1.4640.undefined.HUT102.640,50.78
M61052.1.4641.undefined.AF-1.640,640,M61052.1.4641.undefined.AF-1.640,48.28
M61053.1.4642.undefined.AF-2.640,640,M61053.1.4642.undefined.AF-2.640,48.28
M61054.1.4643.undefined.AF-3.640,640,M61054.1.4643.undefined.AF-3.640,48.91
M61055.1.4644.undefined.AF-4.640,640,M61055.1.4644.undefined.AF-4.640,48.44
M61056.1.4645.undefined.AF-5.640,640,M61056.1.4645.undefined.AF-5.640,48.91
M61057.1.4646.undefined.AF-6.640,640,M61057.1.4646.undefined.AF-6.640,49.06
M61058.1.4647.undefined.MT-2.640,640,M61058.1.4647.undefined.MT-2.640,49.69
M61059.1.4648.undefined.ATK-1.640,640,M61059.1.4648.undefined.ATK-1.640,50.78
M63881.1.4649.undefined.-.956,956,M63881.1.4649.undefined.-.956,52.2
M63882.1.4650.undefined.-.956,956,M63882.1.4650.undefined.-.956,52.3
M63883.1.4651.undefined.-.956,956,M63883.1.4651.undefined.-.956,51.99
M63884.1.4652.undefined.-.956,956,M63884.1.4652.undefined.-.956,52.2
M63885.1.4653.undefined.-.915,915,M63885.1.4653.undefined.-.915,51.91
M63886.1.4654.undefined.-.956,956,M63886.1.4654.undefined.-.956,51.99
M64263.1.4655.undefined.US-1.640,640,M64263.1.4655.undefined.US-1.640,49.22
M64264.1.4656.undefined.US-2.640,640,M64264.1.4656.undefined.US-2.640,50.16
M67490.1.4657.undefined.-.1600,1600,M67490.1.4657.undefined.-.1600,51.38
M67514.1.4658.undefined.-.3233,3233,M67514.1.4658.undefined.-.3233,53.15
M69044.1.4659.undefined.-.3233,3233,M69044.1.4659.undefined.-.3233,52.68
M73745.1.4660.undefined.-.522,522,M73745.1.4660.undefined.-.522,50.57
M76748.1.4661.undefined.-.173,173,M76748.1.4661.undefined.-.173,47.4
M76749.1.4662.undefined.-.325,325,M76749.1.4662.undefined.-.325,52.0
M76750.1.4663.undefined.-.118,118,M76750.1.4663.undefined.-.118,59.32
M76751.1.4664.undefined.-.140,140,M76751.1.4664.undefined.-.140,42.14
M76752.1.4665.undefined.PNG-1.325,325,M76752.1.4665.undefined.PNG-1.325,51.38
M76753.1.4666.undefined.PNG-1.173,173,M76753.1.4666.undefined.PNG-1.173,49.71
M76754.1.4667.undefined.PNG-1.118,118,M76754.1.4667.undefined.PNG-1.118,60.17
M76755.1.4668.undefined.PNG-1.140,140,M76755.1.4668.undefined.PNG-1.140,40.71
M81248.1.4669.undefined.-.755,755,M81248.1.4669.undefined.-.755,57.75
M85207.1.4670.undefined.-.627,627,M85207.1.4670.undefined.-.627,59.01
M85226.1.4671.undefined.-.631,631,M85226.1.4671.undefined.-.631,52.93
M86840.1.4672.undefined.-.8417,8417,M86840.1.4672.undefined.-.8417,53.59
M93098.1.4673.undefined.-.522,522,M93098.1.4673.undefined.-.522,53.26
M93099.1.4674.undefined.-.522,522,M93099.1.4674.undefined.-.522,52.3
M94195.1.4675.undefined.-.522,522,M94195.1.4675.undefined.-.522,52.87
M94196.1.4676.undefined.-.522,522,M94196.1.4676.undefined.-.522,50.57
M94197.1.4677.undefined.-.522,522,M94197.1.4677.undefined.-.522,50.77
M94198.1.4678.undefined.-.522,522,M94198.1.4678.undefined.-.522,52.3
M94199.1.4679.undefined.-.522,522,M94199.1.4679.undefined.-.522,52.3
M94200.1.4680.undefined.-.522,522,M94200.1.4680.undefined.-.522,52.3
M99067.1.4681.undefined.-.140,140,M99067.1.4681.undefined.-.140,40.0
M99068.1.4682.undefined.-.140,140,M99068.1.4682.undefined.-.140,41.43
M99069.1.4683.undefined.-.140,140,M99069.1.4683.undefined.-.140,42.14
M99070.1.4684.undefined.-.140,140,M99070.1.4684.undefined.-.140,42.14
M99071.1.4685.undefined.-.140,140,M99071.1.4685.undefined.-.140,42.14
M99072.1.4686.undefined.-.140,140,M99072.1.4686.undefined.-.140,42.86
M99073.1.4687.undefined.-.140,140,M99073.1.4687.undefined.-.140,40.0
M99074.1.4688.undefined.-.140,140,M99074.1.4688.undefined.-.140,42.86
M99075.1.4689.undefined.-.140,140,M99075.1.4689.undefined.-.140,42.14
M99076.1.4690.undefined.-.140,140,M99076.1.4690.undefined.-.140,40.0
M99077.1.4691.undefined.-.140,140,M99077.1.4691.undefined.-.140,40.0
M99078.1.4692.undefined.-.140,140,M99078.1.4692.undefined.-.140,43.57
M99079.1.4693.undefined.-.140,140,M99079.1.4693.undefined.-.140,42.14
M99080.1.4694.undefined.-.140,140,M99080.1.4694.undefined.-.140,42.14
M99081.1.4695.undefined.-.140,140,M99081.1.4695.undefined.-.140,42.14
M99082.1.4696.undefined.-.140,140,M99082.1.4696.undefined.-.140,41.43
M99083.1.4697.undefined.-.140,140,M99083.1.4697.undefined.-.140,41.43
M99084.1.4698.undefined.-.140,140,M99084.1.4698.undefined.-.140,42.86
M99085.1.4699.undefined.-.140,140,M99085.1.4699.undefined.-.140,41.43
M99086.1.4700.undefined.-.140,140,M99086.1.4700.undefined.-.140,41.43
M99087.1.4701.undefined.-.140,140,M99087.1.4701.undefined.-.140,41.43
M99088.1.4702.undefined.-.140,140,M99088.1.4702.undefined.-.140,41.43
M99089.1.4703.undefined.-.287,287,M99089.1.4703.undefined.-.287,56.1
M99090.1.4704.undefined.-.336,336,M99090.1.4704.undefined.-.336,49.7
M99091.1.4705.undefined.-.550,550,M99091.1.4705.undefined.-.550,56.0
M99092.1.4706.undefined.-.118,118,M99092.1.4706.undefined.-.118,60.17
MF084788.1.4707.undefined.-.705,705,MF084788.1.4707.undefined.-.705,49.65
MF084789.1.4708.undefined.-.709,709,MF084789.1.4708.undefined.-.709,49.51
MF084790.1.4709.undefined.-.1015,1015,MF084790.1.4709.undefined.-.1015,52.71
MF084791.1.4710.undefined.-.703,703,MF084791.1.4710.undefined.-.703,49.36
MF084792.1.4711.undefined.-.703,703,MF084792.1.4711.undefined.-.703,49.5
MF084793.1.4712.undefined.-.1015,1015,MF084793.1.4712.undefined.-.1015,52.61
MF084794.1.4713.undefined.-.696,696,MF084794.1.4713.undefined.-.696,49.14
MF084795.1.4714.undefined.-.704,704,MF084795.1.4714.undefined.-.704,49.57
MF084796.1.4715.undefined.-.1002,1002,MF084796.1.4715.undefined.-.1002,52.4
MF084797.1.4716.undefined.-.1002,1002,MF084797.1.4716.undefined.-.1002,52.5
MF084798.1.4717.undefined.-.1010,1010,MF084798.1.4717.undefined.-.1010,52.77
MF084799.1.4718.undefined.-.1015,1015,MF084799.1.4718.undefined.-.1015,52.22
MF084800.1.4719.undefined.-.1017,1017,MF084800.1.4719.undefined.-.1017,52.21
MF084801.1.4720.undefined.-.696,696,MF084801.1.4720.undefined.-.696,49.71
MF084802.1.4721.undefined.-.1015,1015,MF084802.1.4721.undefined.-.1015,52.51
MF084803.1.4722.undefined.-.1015,1015,MF084803.1.4722.undefined.-.1015,52.32
MF084804.1.4723.undefined.-.1015,1015,MF084804.1.4723.undefined.-.1015,52.61
MF084805.1.4724.undefined.-.1015,1015,MF084805.1.4724.undefined.-.1015,52.81
MF084806.1.4725.undefined.-.703,703,MF084806.1.4725.undefined.-.703,49.36
MF084807.1.4726.undefined.-.706,706,MF084807.1.4726.undefined.-.706,49.43
MF084808.1.4727.undefined.-.1011,1011,MF084808.1.4727.undefined.-.1011,52.82
MF084809.1.4728.undefined.-.696,696,MF084809.1.4728.undefined.-.696,49.43
MF084810.1.4729.undefined.-.1009,1009,MF084810.1.4729.undefined.-.1009,52.53
MF084811.1.4730.undefined.-.696,696,MF084811.1.4730.undefined.-.696,49.43
MF084812.1.4731.undefined.-.1011,1011,MF084812.1.4731.undefined.-.1011,52.62
MF084813.1.4732.undefined.-.700,700,MF084813.1.4732.undefined.-.700,49.57
MF084814.1.4733.undefined.-.696,696,MF084814.1.4733.undefined.-.696,49.71
MF084815.1.4734.undefined.-.711,711,MF084815.1.4734.undefined.-.711,49.79
MF084816.1.4735.undefined.-.696,696,MF084816.1.4735.undefined.-.696,49.57
MF084817.1.4736.undefined.-.959,959,MF084817.1.4736.undefined.-.959,51.62
MF084818.1.4737.undefined.-.696,696,MF084818.1.4737.undefined.-.696,49.57
MF084819.1.4738.undefined.-.1015,1015,MF084819.1.4738.undefined.-.1015,52.61
MF084820.1.4739.undefined.-.696,696,MF084820.1.4739.undefined.-.696,49.71
MF084821.1.4740.undefined.-.703,703,MF084821.1.4740.undefined.-.703,49.36
MF084822.1.4741.undefined.-.696,696,MF084822.1.4741.undefined.-.696,49.57
MF084823.1.4742.undefined.-.696,696,MF084823.1.4742.undefined.-.696,49.43
MF084824.1.4743.undefined.-.1002,1002,MF084824.1.4743.undefined.-.1002,52.4
MF084825.1.4744.undefined.-.696,696,MF084825.1.4744.undefined.-.696,49.71
MF116105.1.4745.undefined.-.1290,1290,MF116105.1.4745.undefined.-.1290,56.12
MF116106.1.4746.undefined.-.1311,1311,MF116106.1.4746.undefined.-.1311,56.14
